stratum,years,no_of_years,species,percent_change_yr_density,lcl95_d,ucl95_d,f_density_trend,no_of_detections,percent_change_yr_occupancy,lcl95_occ,ucl95_occ,f_occupancy_trend,no_of_points,start_year,end_year,n_years_verify,stratum_name,stratum_short_code,order,d_t,d_n_p,o_t,o_t_p,narrative_single
NE-BCR18-GG: Oglala National Grassland,2013-2023,11,European Starling,9.9514341579999996,-10.99,38.41,0.803921569,67,12.25079341,-4.92,37.79,0.888333333,42,2013,2023,11,Oglala National Grassland,NE-BCR18-GG,1,9.95,estimated an uncertain,12.25,estimated an uncertain,"Oglala National Grassland (NE-BCR18-GG) estimated an uncertain median density population trend of 9.95% [95% CL -10.99%, 38.41%, (n=67, f=0.804)] per year and estimated an uncertain median occupancy trend of 12.25% [95% CL -4.92%, 37.79%, (n=42, f=1)] per year from 2013 to 2023"
NE-BCR18-RD: Nebraska National Forest - Pine Ridge,2013-2023,11,European Starling,23.085409439999999,-3.56,62.4,0.929411765,82,19.14066355,-2.81,49.9,0.946666667,43,2013,2023,11,Nebraska National Forest - Pine Ridge,NE-BCR18-RD,1,23.09,estimated a increasing,19.14,estimated a increasing,"Nebraska National Forest - Pine Ridge (NE-BCR18-RD) estimated a increasing median density population trend of 23.09% [95% CL -3.56%, 62.4%, (n=82, f=0.929)] per year and estimated a increasing median occupancy trend of 19.14% [95% CL -2.81%, 49.9%, (n=43, f=1)] per year from 2013 to 2023"
NE-BCR19-SG: Samuel R. McKelvie National Forest,2013-2023,11,European Starling,16.60136791,-15.78,62.68,0.819607843,1,9.062089347,-17.91,55.46,0.69,0,2013,2023,11,Samuel R. McKelvie National Forest,NE-BCR19-SG,1,16.6,estimated an uncertain,9.06,estimated an uncertain,"Samuel R. McKelvie National Forest (NE-BCR19-SG) estimated an uncertain median density population trend of 16.6% [95% CL -15.78%, 62.68%, (n=1, f=0.82)] per year and estimated an uncertain median occupancy trend of 9.06% [95% CL -17.91%, 55.46%, (n=0, f=1)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,European Starling,17.30214733,-13.89,69.36,0.81568627500000002,1,9.475989033,-16.98,50.15,0.698333333,1,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,17.3,estimated an uncertain,9.48,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated an uncertain median density population trend of 17.3% [95% CL -13.89%, 69.36%, (n=1, f=0.816)] per year and estimated an uncertain median occupancy trend of 9.48% [95% CL -16.98%, 50.15%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR18-GG: Oglala National Grassland,2013-2023,11,Field Sparrow,-18.254373780000002,-38.87,7.04,0.931666667,19,-16.50791524,-38.86,14.29,0.872340426,9,2013,2023,11,Oglala National Grassland,NE-BCR18-GG,1,-18.25,estimated a decreasing,-16.51,estimated an uncertain,"Oglala National Grassland (NE-BCR18-GG) estimated a decreasing median density population trend of -18.25% [95% CL -38.87%, 7.04%, (n=19, f=0.932)] per year and estimated an uncertain median occupancy trend of -16.51% [95% CL -38.86%, 14.29%, (n=9, f=1)] per year from 2013 to 2023"
NE-BCR18-RD: Nebraska National Forest - Pine Ridge,2013-2023,11,Field Sparrow,5.9543550789999999,-24.41,57.18,0.62666666699999996,1,13.30450917,-23.28,61.1,0.742553191,0,2013,2023,11,Nebraska National Forest - Pine Ridge,NE-BCR18-RD,1,5.95,estimated an uncertain,13.3,estimated an uncertain,"Nebraska National Forest - Pine Ridge (NE-BCR18-RD) estimated an uncertain median density population trend of 5.95% [95% CL -24.41%, 57.18%, (n=1, f=0.627)] per year and estimated an uncertain median occupancy trend of 13.3% [95% CL -23.28%, 61.1%, (n=0, f=1)] per year from 2013 to 2023"
NE-BCR19-BE: Nebraska National Forest - Bessey District,2013-2023,11,Field Sparrow,-0.518359719,-9.46,9.36,0.61666666699999995,486,-1.183788332,-15.74,11.33,0.627659574,134,2013,2023,11,Nebraska National Forest - Bessey District,NE-BCR19-BE,1,-0.52,estimated an uncertain,-1.18,estimated an uncertain,"Nebraska National Forest - Bessey District (NE-BCR19-BE) estimated an uncertain median density population trend of -0.52% [95% CL -9.46%, 9.36%, (n=486, f=0.617)] per year and estimated an uncertain median occupancy trend of -1.18% [95% CL -15.74%, 11.33%, (n=134, f=1)] per year from 2013 to 2023"
NE-BCR19-SG: Samuel R. McKelvie National Forest,2013-2023,11,Field Sparrow,7.0333028369999999,-1.93,16.73,0.90333333299999996,333,10.53132345,-2.59,23.71,0.940425532,118,2013,2023,11,Samuel R. McKelvie National Forest,NE-BCR19-SG,1,7.03,estimated a increasing,10.53,estimated a increasing,"Samuel R. McKelvie National Forest (NE-BCR19-SG) estimated a increasing median density population trend of 7.03% [95% CL -1.93%, 16.73%, (n=333, f=0.903)] per year and estimated a increasing median occupancy trend of 10.53% [95% CL -2.59%, 23.71%, (n=118, f=1)] per year from 2013 to 2023"
SD-BCR17-GG: Buffalo Gap National Grassland,2013-2023,11,Field Sparrow,21.34608532,-7.41,66.96,0.91,15,21.97604756,-7.35,69.86,0.904255319,8,2013,2023,11,Buffalo Gap National Grassland,SD-BCR17-GG,1,21.35,estimated a increasing,21.98,estimated a increasing,"Buffalo Gap National Grassland (SD-BCR17-GG) estimated a increasing median density population trend of 21.35% [95% CL -7.41%, 66.96%, (n=15, f=0.91)] per year and estimated a increasing median occupancy trend of 21.98% [95% CL -7.35%, 69.86%, (n=8, f=1)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,Field Sparrow,7.9900592279999998,-26.61,62.74,0.63,1,9.558417952,-25.2,55.49,0.674468085,1,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,7.99,estimated an uncertain,9.56,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated an uncertain median density population trend of 7.99% [95% CL -26.61%, 62.74%, (n=1, f=0.63)] per year and estimated an uncertain median occupancy trend of 9.56% [95% CL -25.2%, 55.49%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR19-SG: Samuel R. McKelvie National Forest,2013-2023,11,Gadwall,5.9710043830000004,-19.37,45.12,0.65111111099999996,1,7.31638802,-17.46,47.26,0.698076923,1,2013,2023,11,Samuel R. McKelvie National Forest,NE-BCR19-SG,1,5.97,estimated an uncertain,7.32,estimated an uncertain,"Samuel R. McKelvie National Forest (NE-BCR19-SG) estimated an uncertain median density population trend of 5.97% [95% CL -19.37%, 45.12%, (n=1, f=0.651)] per year and estimated an uncertain median occupancy trend of 7.32% [95% CL -17.46%, 47.26%, (n=1, f=1)] per year from 2013 to 2023"
SD-BCR17-GG: Buffalo Gap National Grassland,2013-2023,11,Gadwall,1.0925293780000001,-24.07,30.14,0.50444444399999999,3,1.060306311,-19.34,30.93,0.5,3,2013,2023,11,Buffalo Gap National Grassland,SD-BCR17-GG,1,1.09,estimated an uncertain,1.06,estimated an uncertain,"Buffalo Gap National Grassland (SD-BCR17-GG) estimated an uncertain median density population trend of 1.09% [95% CL -24.07%, 30.14%, (n=3, f=0.504)] per year and estimated an uncertain median occupancy trend of 1.06% [95% CL -19.34%, 30.93%, (n=3, f=0)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,Gadwall,-8.0369038489999998,-21.64,9.07,0.85333333300000003,31,-9.584245998,-25.68,11.34,0.861538462,30,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,-8.04,estimated an uncertain,-9.58,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated an uncertain median density population trend of -8.04% [95% CL -21.64%, 9.07%, (n=31, f=0.853)] per year and estimated an uncertain median occupancy trend of -9.58% [95% CL -25.68%, 11.34%, (n=30, f=1)] per year from 2013 to 2023"
NE-BCR17-LG: Oglala National Grassland,2013-2023,11,Great Blue Heron,-0.270313321,-19.93,28.1,0.55098039200000004,3,-0.156278447,-19.87,23.49,0.547272727,4,2013,2023,11,Oglala National Grassland,NE-BCR17-LG,1,-0.27,estimated an uncertain,-0.16,estimated an uncertain,"Oglala National Grassland (NE-BCR17-LG) estimated an uncertain median density population trend of -0.27% [95% CL -19.93%, 28.1%, (n=3, f=0.551)] per year and estimated an uncertain median occupancy trend of -0.16% [95% CL -19.87%, 23.49%, (n=4, f=1)] per year from 2013 to 2023"
NE-BCR18-RD: Nebraska National Forest - Pine Ridge,2013-2023,11,Great Blue Heron,6.4166752929999999,-17.51,44.49,0.65098039200000002,1,5.871692506,-16.17,33.43,0.652727273,1,2013,2023,11,Nebraska National Forest - Pine Ridge,NE-BCR18-RD,1,6.42,estimated an uncertain,5.87,estimated an uncertain,"Nebraska National Forest - Pine Ridge (NE-BCR18-RD) estimated an uncertain median density population trend of 6.42% [95% CL -17.51%, 44.49%, (n=1, f=0.651)] per year and estimated an uncertain median occupancy trend of 5.87% [95% CL -16.17%, 33.43%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR19-SG: Samuel R. McKelvie National Forest,2013-2023,11,Great Blue Heron,0.45356531900000002,-22.69,28.26,0.51176470600000001,1,-2.69922101,-24.31,26.41,0.614545455,1,2013,2023,11,Samuel R. McKelvie National Forest,NE-BCR19-SG,1,0.45,estimated an uncertain,-2.7,estimated an uncertain,"Samuel R. McKelvie National Forest (NE-BCR19-SG) estimated an uncertain median density population trend of 0.45% [95% CL -22.69%, 28.26%, (n=1, f=0.512)] per year and estimated an uncertain median occupancy trend of -2.7% [95% CL -24.31%, 26.41%, (n=1, f=1)] per year from 2013 to 2023"
SD-BCR17-GG: Buffalo Gap National Grassland,2013-2023,11,Great Blue Heron,8.2562291489999993,-14.76,38.26,0.70392156900000002,1,3.53841755,-16.47,31.82,0.590909091,1,2013,2023,11,Buffalo Gap National Grassland,SD-BCR17-GG,1,8.26,estimated an uncertain,3.54,estimated an uncertain,"Buffalo Gap National Grassland (SD-BCR17-GG) estimated an uncertain median density population trend of 8.26% [95% CL -14.76%, 38.26%, (n=1, f=0.704)] per year and estimated an uncertain median occupancy trend of 3.54% [95% CL -16.47%, 31.82%, (n=1, f=1)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,Great Blue Heron,-11.122628669999999,-28.11,7.7,0.91372549000000003,8,-8.624823084,-26.25,8.72,0.845454545,10,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,-11.12,estimated a decreasing,-8.62,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated a decreasing median density population trend of -11.12% [95% CL -28.11%, 7.7%, (n=8, f=0.914)] per year and estimated an uncertain median occupancy trend of -8.62% [95% CL -26.25%, 8.72%, (n=10, f=1)] per year from 2013 to 2023"
NE-BCR18-GG: Oglala National Grassland,2013-2023,11,Great Crested Flycatcher,28.43174235,-13.3,100.12,0.88727272700000004,2,24.3480074,-20.4,85.26,0.823404255,1,2013,2023,11,Oglala National Grassland,NE-BCR18-GG,1,28.43,estimated an uncertain,24.35,estimated an uncertain,"Oglala National Grassland (NE-BCR18-GG) estimated an uncertain median density population trend of 28.43% [95% CL -13.3%, 100.12%, (n=2, f=0.887)] per year and estimated an uncertain median occupancy trend of 24.35% [95% CL -20.4%, 85.26%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR18-RD: Nebraska National Forest - Pine Ridge,2013-2023,11,Great Crested Flycatcher,10.4597005,-19.62,57.25,0.71272727300000005,9,8.965001301,-21.88,58.61,0.680851064,4,2013,2023,11,Nebraska National Forest - Pine Ridge,NE-BCR18-RD,1,10.46,estimated an uncertain,8.97,estimated an uncertain,"Nebraska National Forest - Pine Ridge (NE-BCR18-RD) estimated an uncertain median density population trend of 10.46% [95% CL -19.62%, 57.25%, (n=9, f=0.713)] per year and estimated an uncertain median occupancy trend of 8.97% [95% CL -21.88%, 58.61%, (n=4, f=1)] per year from 2013 to 2023"
NE-BCR19-BE: Nebraska National Forest - Bessey District,2013-2023,11,Great Crested Flycatcher,26.56897695,-8.88,87.02,0.87818181799999995,4,17.82520592,-21.44,83.19,0.804255319,0,2013,2023,11,Nebraska National Forest - Bessey District,NE-BCR19-BE,1,26.57,estimated an uncertain,17.83,estimated an uncertain,"Nebraska National Forest - Bessey District (NE-BCR19-BE) estimated an uncertain median density population trend of 26.57% [95% CL -8.88%, 87.02%, (n=4, f=0.878)] per year and estimated an uncertain median occupancy trend of 17.83% [95% CL -21.44%, 83.19%, (n=0, f=1)] per year from 2013 to 2023"
NE-BCR19-SG: Samuel R. McKelvie National Forest,2013-2023,11,Great Crested Flycatcher,25.162317130000002,-16.79,98.71,0.86363636399999999,2,15.5105512,-21.38,78.77,0.753191489,1,2013,2023,11,Samuel R. McKelvie National Forest,NE-BCR19-SG,1,25.16,estimated an uncertain,15.51,estimated an uncertain,"Samuel R. McKelvie National Forest (NE-BCR19-SG) estimated an uncertain median density population trend of 25.16% [95% CL -16.79%, 98.71%, (n=2, f=0.864)] per year and estimated an uncertain median occupancy trend of 15.51% [95% CL -21.38%, 78.77%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR18-GG: Oglala National Grassland,2013-2023,11,Great Horned Owl,5.667921583,-15.7,28.06,0.66666666699999999,1,1.355989584,-17.55,21.53,0.511111111,0,2013,2023,11,Oglala National Grassland,NE-BCR18-GG,1,5.67,estimated an uncertain,1.36,estimated an uncertain,"Oglala National Grassland (NE-BCR18-GG) estimated an uncertain median density population trend of 5.67% [95% CL -15.7%, 28.06%, (n=1, f=0.667)] per year and estimated an uncertain median occupancy trend of 1.36% [95% CL -17.55%, 21.53%, (n=0, f=1)] per year from 2013 to 2023"
NE-BCR18-RD: Nebraska National Forest - Pine Ridge,2013-2023,11,Great Horned Owl,9.6822568639999993,-12.05,34.49,0.82386363600000001,2,4.686029191,-12.56,27.28,0.651851852,1,2013,2023,11,Nebraska National Forest - Pine Ridge,NE-BCR18-RD,1,9.68,estimated an uncertain,4.69,estimated an uncertain,"Nebraska National Forest - Pine Ridge (NE-BCR18-RD) estimated an uncertain median density population trend of 9.68% [95% CL -12.05%, 34.49%, (n=2, f=0.824)] per year and estimated an uncertain median occupancy trend of 4.69% [95% CL -12.56%, 27.28%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR19-BE: Nebraska National Forest - Bessey District,2013-2023,11,Great Horned Owl,5.7837180139999997,-18.76,27.59,0.70075757599999999,4,3.002250942,-16.7,24.61,0.572222222,1,2013,2023,11,Nebraska National Forest - Bessey District,NE-BCR19-BE,1,5.78,estimated an uncertain,3,estimated an uncertain,"Nebraska National Forest - Bessey District (NE-BCR19-BE) estimated an uncertain median density population trend of 5.78% [95% CL -18.76%, 27.59%, (n=4, f=0.701)] per year and estimated an uncertain median occupancy trend of 3% [95% CL -16.7%, 24.61%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR19-SG: Samuel R. McKelvie National Forest,2013-2023,11,Great Horned Owl,3.5250501999999999,-17.42,25.27,0.59469696999999999,1,-0.12806123,-16.91,20.4,0.540740741,1,2013,2023,11,Samuel R. McKelvie National Forest,NE-BCR19-SG,1,3.53,estimated an uncertain,-0.13,estimated an uncertain,"Samuel R. McKelvie National Forest (NE-BCR19-SG) estimated an uncertain median density population trend of 3.53% [95% CL -17.42%, 25.27%, (n=1, f=0.595)] per year and estimated an uncertain median occupancy trend of -0.13% [95% CL -16.91%, 20.4%, (n=1, f=1)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,Great Horned Owl,4.2821894450000002,-19.01,24.47,0.609848485,1,1.987926235,-16.7,20.81,0.535185185,0,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,4.28,estimated an uncertain,1.99,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated an uncertain median density population trend of 4.28% [95% CL -19.01%, 24.47%, (n=1, f=0.61)] per year and estimated an uncertain median occupancy trend of 1.99% [95% CL -16.7%, 20.81%, (n=0, f=1)] per year from 2013 to 2023"
NE-BCR17-LG: Oglala National Grassland,2013-2023,11,Golden Eagle,7.0120353680000003,-11.41,33.18,0.72674418600000001,1,8.755235871,-7.63,34.96,0.825,1,2013,2023,11,Oglala National Grassland,NE-BCR17-LG,1,7.01,estimated an uncertain,8.76,estimated an uncertain,"Oglala National Grassland (NE-BCR17-LG) estimated an uncertain median density population trend of 7.01% [95% CL -11.41%, 33.18%, (n=1, f=0.727)] per year and estimated an uncertain median occupancy trend of 8.76% [95% CL -7.63%, 34.96%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR18-GG: Oglala National Grassland,2013-2023,11,Golden Eagle,2.7756452010000001,-14.82,30.26,0.56976744199999996,2,5.890256926,-13.94,29.82,0.723076923,2,2013,2023,11,Oglala National Grassland,NE-BCR18-GG,1,2.78,estimated an uncertain,5.89,estimated an uncertain,"Oglala National Grassland (NE-BCR18-GG) estimated an uncertain median density population trend of 2.78% [95% CL -14.82%, 30.26%, (n=2, f=0.57)] per year and estimated an uncertain median occupancy trend of 5.89% [95% CL -13.94%, 29.82%, (n=2, f=1)] per year from 2013 to 2023"
NE-BCR18-RD: Nebraska National Forest - Pine Ridge,2013-2023,11,Golden Eagle,6.9913409609999997,-11.31,28.73,0.73643410899999995,1,7.854588657,-11.19,31.98,0.751923077,1,2013,2023,11,Nebraska National Forest - Pine Ridge,NE-BCR18-RD,1,6.99,estimated an uncertain,7.85,estimated an uncertain,"Nebraska National Forest - Pine Ridge (NE-BCR18-RD) estimated an uncertain median density population trend of 6.99% [95% CL -11.31%, 28.73%, (n=1, f=0.736)] per year and estimated an uncertain median occupancy trend of 7.85% [95% CL -11.19%, 31.98%, (n=1, f=1)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,Golden Eagle,5.0324651610000002,-13.02,31.79,0.64922480599999999,1,7.157068322,-11.82,30.8,0.751923077,1,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,5.03,estimated an uncertain,7.16,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated an uncertain median density population trend of 5.03% [95% CL -13.02%, 31.79%, (n=1, f=0.649)] per year and estimated an uncertain median occupancy trend of 7.16% [95% CL -11.82%, 30.8%, (n=1, f=1)] per year from 2013 to 2023"
NE-BCR19-BE: Nebraska National Forest - Bessey District,2013-2023,11,Gray Catbird,-4.2038906630000001,-28.55,28.28,0.63076923100000004,3,-6.917606599,-30.91,23.42,0.693333333,3,2013,2023,11,Nebraska National Forest - Bessey District,NE-BCR19-BE,1,-4.2,estimated an uncertain,-6.92,estimated an uncertain,"Nebraska National Forest - Bessey District (NE-BCR19-BE) estimated an uncertain median density population trend of -4.2% [95% CL -28.55%, 28.28%, (n=3, f=0.631)] per year and estimated an uncertain median occupancy trend of -6.92% [95% CL -30.91%, 23.42%, (n=3, f=1)] per year from 2013 to 2023"
SD-BCR17-PG: Fort Pierre National Grassland,2013-2023,11,Green Heron,10.65592163,-16.32,52.34,0.75777777800000001,3,7.558889027,-18.47,40.44,0.69,3,2013,2023,11,Fort Pierre National Grassland,SD-BCR17-PG,1,10.66,estimated an uncertain,7.56,estimated an uncertain,"Fort Pierre National Grassland (SD-BCR17-PG) estimated an uncertain median density population trend of 10.66% [95% CL -16.32%, 52.34%, (n=3, f=0.758)] per year and estimated an uncertain median occupancy trend of 7.56% [95% CL -18.47%, 40.44%, (n=3, f=1)] per year from 2013 to 2023"
